pagina_url,titulo,imagem_url,timestamp
https://pt.wikipedia.org/wiki/Steve_Jobs,"Steve Jobs – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Magnifying_glass_01.svg/20px-Magnifying_glass_01.svg.png,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Steve_Jobs,"Steve Jobs – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Magnifying_glass_01.svg/20px-Magnifying_glass_01.svg.png,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Steve_Jobs,"Steve Jobs – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Apple_512k.jpg/250px-Apple_512k.jpg,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Steve_Jobs,"Steve Jobs – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Steve_Jobs_and_Bill_Gates_%28522695099%29.jpg/250px-Steve_Jobs_and_Bill_Gates_%28522695099%29.jpg,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Steve_Jobs,"Steve Jobs – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Steve_Jobs_Headshot_2010-CROP.jpg/250px-Steve_Jobs_Headshot_2010-CROP.jpg,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Steve_Jobs,"Steve Jobs – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Steve_Jobs_%281%29.JPG/250px-Steve_Jobs_%281%29.JPG,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Steve_Jobs,"Steve Jobs – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Lock-red.svg/20px-Lock-red.svg.png,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Steve_Jobs,"Steve Jobs – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Lock-red.svg/20px-Lock-red.svg.png,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Steve_Jobs,"Steve Jobs – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Lock-red.svg/20px-Lock-red.svg.png,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Steve_Jobs,"Steve Jobs – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Wikiquote-logo.svg/40px-Wikiquote-logo.svg.png,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Steve_Jobs,"Steve Jobs – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Commons-logo.svg/40px-Commons-logo.svg.png,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Steve_Jobs,"Steve Jobs – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Symbol_category_class.svg/20px-Symbol_category_class.svg.png,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Steve_Jobs,"Steve Jobs – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Commons-logo.svg/20px-Commons-logo.svg.png,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Steve_Jobs,"Steve Jobs – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Increase2.svg/20px-Increase2.svg.png,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Steve_Jobs,"Steve Jobs – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Symbol_category_class.svg/20px-Symbol_category_class.svg.png,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Steve_Jobs,"Steve Jobs – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Wikidata-logo.svg/20px-Wikidata-logo.svg.png,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Steve_Jobs,"Steve Jobs – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Apple_logo_black.svg/40px-Apple_logo_black.svg.png,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Steve_Jobs,"Steve Jobs – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Flag_of_California.svg/40px-Flag_of_California.svg.png,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Steve_Jobs,"Steve Jobs – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Flag_of_the_United_States.svg/40px-Flag_of_the_United_States.svg.png,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Steve_Jobs,"Steve Jobs – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Crystal_Clear_app_ktalkd.png/40px-Crystal_Clear_app_ktalkd.png,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Steve_Jobs,"Steve Jobs – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Crystal_Clear_app_Login_Manager.svg/40px-Crystal_Clear_app_Login_Manager.svg.png,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Steve_Jobs,"Steve Jobs – Wikipédia, a enciclopédia livre",https://pt.wikipedia.org/wiki/Special:CentralAutoLogin/start?useformat=desktop&type=1x1&usesul3=1,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Steve_Jobs,"Steve Jobs – Wikipédia, a enciclopédia livre",https://pt.wikipedia.org/static/images/footer/wikimedia.svg,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Steve_Jobs,"Steve Jobs – Wikipédia, a enciclopédia livre",https://pt.wikipedia.org/w/resources/assets/mediawiki_compact.svg,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:P%C3%A1gina_principal,"Wikipédia, a enciclopédia livre",https://pt.wikipedia.org/static/images/icons/wikipedia.png,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:P%C3%A1gina_principal,"Wikipédia, a enciclopédia livre",https://pt.wikipedia.org/static/images/mobile/copyright/wikipedia-wordmark-fr.svg,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:P%C3%A1gina_principal,"Wikipédia, a enciclopédia livre",https://pt.wikipedia.org/static/images/mobile/copyright/wikipedia-tagline-pt.svg,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:P%C3%A1gina_principal,"Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Cobby_Caldwell_%28AWM_OG3380%29.jpg/250px-Cobby_Caldwell_%28AWM_OG3380%29.jpg,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:P%C3%A1gina_principal,"Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Facebook_icon_%28black%29.svg/20px-Facebook_icon_%28black%29.svg.png,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:P%C3%A1gina_principal,"Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/X_icon.svg/20px-X_icon.svg.png,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:P%C3%A1gina_principal,"Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Artemis_II_Launch_%28NHQ202604010307%2C_vertical_crop%29.jpg/250px-Artemis_II_Launch_%28NHQ202604010307%2C_vertical_crop%29.jpg,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:P%C3%A1gina_principal,"Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Black_hole_-_Messier_87_crop_max_res.jpg/250px-Black_hole_-_Messier_87_crop_max_res.jpg,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:P%C3%A1gina_principal,"Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Pickles_--_collar_and_medals.jpg/250px-Pickles_--_collar_and_medals.jpg,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:P%C3%A1gina_principal,"Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Tinnen_maatbekers_18-02-2025._%28actm.%29_02.jpg/960px-Tinnen_maatbekers_18-02-2025._%28actm.%29_02.jpg,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:P%C3%A1gina_principal,"Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Facebook_icon_%28black%29.svg/20px-Facebook_icon_%28black%29.svg.png,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:P%C3%A1gina_principal,"Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/X_icon.svg/20px-X_icon.svg.png,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:P%C3%A1gina_principal,"Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Commons-logo.svg/40px-Commons-logo.svg.png,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:P%C3%A1gina_principal,"Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Incubator-logo.svg/40px-Incubator-logo.svg.png,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:P%C3%A1gina_principal,"Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Wikimedia_Community_Logo.svg/40px-Wikimedia_Community_Logo.svg.png,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:P%C3%A1gina_principal,"Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Wiktionary-logo.svg/40px-Wiktionary-logo.svg.png,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:P%C3%A1gina_principal,"Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Wikidata-logo.svg/40px-Wikidata-logo.svg.png,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:P%C3%A1gina_principal,"Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Wikibooks-logo.svg/40px-Wikibooks-logo.svg.png,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:P%C3%A1gina_principal,"Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Wikiquote-logo.svg/40px-Wikiquote-logo.svg.png,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:P%C3%A1gina_principal,"Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Wikisource-logo.svg/40px-Wikisource-logo.svg.png,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:P%C3%A1gina_principal,"Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikispecies-logo.svg/40px-Wikispecies-logo.svg.png,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:P%C3%A1gina_principal,"Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Wikiversity_logo_2017.svg/40px-Wikiversity_logo_2017.svg.png,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:P%C3%A1gina_principal,"Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Wikivoyage-Logo-v3-icon.svg/40px-Wikivoyage-Logo-v3-icon.svg.png,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:P%C3%A1gina_principal,"Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Wikifunctions-logo.svg/40px-Wikifunctions-logo.svg.png,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:P%C3%A1gina_principal,"Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/MediaWiki-2020-icon-spinning.svg/40px-MediaWiki-2020-icon-spinning.svg.png,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:P%C3%A1gina_principal,"Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Wikitech-2021-blue-large-icon.svg/40px-Wikitech-2021-blue-large-icon.svg.png,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:P%C3%A1gina_principal,"Wikipédia, a enciclopédia livre",https://pt.wikipedia.org/wiki/Special:CentralAutoLogin/start?useformat=desktop&type=1x1&usesul3=1,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:P%C3%A1gina_principal,"Wikipédia, a enciclopédia livre",https://pt.wikipedia.org/static/images/footer/wikimedia.svg,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:P%C3%A1gina_principal,"Wikipédia, a enciclopédia livre",https://pt.wikipedia.org/w/resources/assets/mediawiki_compact.svg,2026-04-10 22:58:14
https://pt.wikipedia.org/wiki/Portal:Conte%C3%BAdo_destacado,"Portal:Conteúdo destacado – Wikipédia, a enciclopédia livre",https://pt.wikipedia.org/static/images/icons/wikipedia.png,2026-04-10 22:58:15
https://pt.wikipedia.org/wiki/Portal:Conte%C3%BAdo_destacado,"Portal:Conteúdo destacado – Wikipédia, a enciclopédia livre",https://pt.wikipedia.org/static/images/mobile/copyright/wikipedia-wordmark-fr.svg,2026-04-10 22:58:15
https://pt.wikipedia.org/wiki/Portal:Conte%C3%BAdo_destacado,"Portal:Conteúdo destacado – Wikipédia, a enciclopédia livre",https://pt.wikipedia.org/static/images/mobile/copyright/wikipedia-tagline-pt.svg,2026-04-10 22:58:15
https://pt.wikipedia.org/wiki/Portal:Conte%C3%BAdo_destacado,"Portal:Conteúdo destacado – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Cscr-featured1.svg/40px-Cscr-featured1.svg.png,2026-04-10 22:58:15
https://pt.wikipedia.org/wiki/Portal:Conte%C3%BAdo_destacado,"Portal:Conteúdo destacado – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Turma_da_M%C3%B4nica_Logo.png/250px-Turma_da_M%C3%B4nica_Logo.png,2026-04-10 22:58:15
https://pt.wikipedia.org/wiki/Portal:Conte%C3%BAdo_destacado,"Portal:Conteúdo destacado – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Red-knobbed.starfish.arp.jpg/500px-Red-knobbed.starfish.arp.jpg,2026-04-10 22:58:15
https://pt.wikipedia.org/wiki/Portal:Conte%C3%BAdo_destacado,"Portal:Conteúdo destacado – Wikipédia, a enciclopédia livre",https://pt.wikipedia.org/wiki/Special:CentralAutoLogin/start?useformat=desktop&type=1x1&usesul3=1,2026-04-10 22:58:15
https://pt.wikipedia.org/wiki/Portal:Conte%C3%BAdo_destacado,"Portal:Conteúdo destacado – Wikipédia, a enciclopédia livre",https://pt.wikipedia.org/static/images/footer/wikimedia.svg,2026-04-10 22:58:15
https://pt.wikipedia.org/wiki/Portal:Conte%C3%BAdo_destacado,"Portal:Conteúdo destacado – Wikipédia, a enciclopédia livre",https://pt.wikipedia.org/w/resources/assets/mediawiki_compact.svg,2026-04-10 22:58:15
https://pt.wikipedia.org/wiki/Portal:Eventos_atuais,"Portal:Eventos atuais – Wikipédia, a enciclopédia livre",https://pt.wikipedia.org/static/images/icons/wikipedia.png,2026-04-10 22:58:15
https://pt.wikipedia.org/wiki/Portal:Eventos_atuais,"Portal:Eventos atuais – Wikipédia, a enciclopédia livre",https://pt.wikipedia.org/static/images/mobile/copyright/wikipedia-wordmark-fr.svg,2026-04-10 22:58:15
https://pt.wikipedia.org/wiki/Portal:Eventos_atuais,"Portal:Eventos atuais – Wikipédia, a enciclopédia livre",https://pt.wikipedia.org/static/images/mobile/copyright/wikipedia-tagline-pt.svg,2026-04-10 22:58:15
https://pt.wikipedia.org/wiki/Portal:Eventos_atuais,"Portal:Eventos atuais – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Ambox_globe_Americas.svg/40px-Ambox_globe_Americas.svg.png,2026-04-10 22:58:15
https://pt.wikipedia.org/wiki/Portal:Eventos_atuais,"Portal:Eventos atuais – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Artemis_II_Launch_%28NHQ202604010307%2C_vertical_crop%29.jpg/250px-Artemis_II_Launch_%28NHQ202604010307%2C_vertical_crop%29.jpg,2026-04-10 22:58:15
https://pt.wikipedia.org/wiki/Portal:Eventos_atuais,"Portal:Eventos atuais – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Globe-with-clock-2.svg/40px-Globe-with-clock-2.svg.png,2026-04-10 22:58:15
https://pt.wikipedia.org/wiki/Portal:Eventos_atuais,"Portal:Eventos atuais – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/File_cabinet.svg/40px-File_cabinet.svg.png,2026-04-10 22:58:15
https://pt.wikipedia.org/wiki/Portal:Eventos_atuais,"Portal:Eventos atuais – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Article.svg/40px-Article.svg.png,2026-04-10 22:58:15
https://pt.wikipedia.org/wiki/Portal:Eventos_atuais,"Portal:Eventos atuais – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Antu_folder-black.svg/40px-Antu_folder-black.svg.png,2026-04-10 22:58:15
https://pt.wikipedia.org/wiki/Portal:Eventos_atuais,"Portal:Eventos atuais – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Feat_Portal_Plus_alternate.svg/40px-Feat_Portal_Plus_alternate.svg.png,2026-04-10 22:58:15
https://pt.wikipedia.org/wiki/Portal:Eventos_atuais,"Portal:Eventos atuais – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Wikipedia_Faenza.svg/40px-Wikipedia_Faenza.svg.png,2026-04-10 22:58:15
https://pt.wikipedia.org/wiki/Portal:Eventos_atuais,"Portal:Eventos atuais – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Commons-logo.svg/40px-Commons-logo.svg.png,2026-04-10 22:58:15
https://pt.wikipedia.org/wiki/Portal:Eventos_atuais,"Portal:Eventos atuais – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Wikinews-logo.svg/60px-Wikinews-logo.svg.png,2026-04-10 22:58:15
https://pt.wikipedia.org/wiki/Portal:Eventos_atuais,"Portal:Eventos atuais – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Lorentzian_Wormhole.svg/40px-Lorentzian_Wormhole.svg.png,2026-04-10 22:58:15
https://pt.wikipedia.org/wiki/Portal:Eventos_atuais,"Portal:Eventos atuais – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Nuvola_apps_package_graphics.png/40px-Nuvola_apps_package_graphics.png,2026-04-10 22:58:15
https://pt.wikipedia.org/wiki/Portal:Eventos_atuais,"Portal:Eventos atuais – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/P_vip.svg/40px-P_vip.svg.png,2026-04-10 22:58:15
https://pt.wikipedia.org/wiki/Portal:Eventos_atuais,"Portal:Eventos atuais – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Ambox_current_red_Americas.svg/40px-Ambox_current_red_Americas.svg.png,2026-04-10 22:58:15
https://pt.wikipedia.org/wiki/Portal:Eventos_atuais,"Portal:Eventos atuais – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Terra.png/40px-Terra.png,2026-04-10 22:58:15
https://pt.wikipedia.org/wiki/Portal:Eventos_atuais,"Portal:Eventos atuais – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/P_history.svg/40px-P_history.svg.png,2026-04-10 22:58:15
https://pt.wikipedia.org/wiki/Portal:Eventos_atuais,"Portal:Eventos atuais – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Nuvola_apps_edu_mathematics_blue-p.svg/40px-Nuvola_apps_edu_mathematics_blue-p.svg.png,2026-04-10 22:58:15
https://pt.wikipedia.org/wiki/Portal:Eventos_atuais,"Portal:Eventos atuais – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Nuvola_apps_kalzium.svg/40px-Nuvola_apps_kalzium.svg.png,2026-04-10 22:58:15
https://pt.wikipedia.org/wiki/Portal:Eventos_atuais,"Portal:Eventos atuais – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Social_sciences.svg/40px-Social_sciences.svg.png,2026-04-10 22:58:15
https://pt.wikipedia.org/wiki/Portal:Eventos_atuais,"Portal:Eventos atuais – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Telecom-icon.svg/40px-Telecom-icon.svg.png,2026-04-10 22:58:15
https://pt.wikipedia.org/wiki/Portal:Eventos_atuais,"Portal:Eventos atuais – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Random_font_awesome.svg/40px-Random_font_awesome.svg.png,2026-04-10 22:58:15
https://pt.wikipedia.org/wiki/Portal:Eventos_atuais,"Portal:Eventos atuais – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Portal.svg/40px-Portal.svg.png,2026-04-10 22:58:15
https://pt.wikipedia.org/wiki/Portal:Eventos_atuais,"Portal:Eventos atuais – Wikipédia, a enciclopédia livre",https://pt.wikipedia.org/wiki/Special:CentralAutoLogin/start?useformat=desktop&type=1x1&usesul3=1,2026-04-10 22:58:15
https://pt.wikipedia.org/wiki/Portal:Eventos_atuais,"Portal:Eventos atuais – Wikipédia, a enciclopédia livre",https://pt.wikipedia.org/static/images/footer/wikimedia.svg,2026-04-10 22:58:15
https://pt.wikipedia.org/wiki/Portal:Eventos_atuais,"Portal:Eventos atuais – Wikipédia, a enciclopédia livre",https://pt.wikipedia.org/w/resources/assets/mediawiki_compact.svg,2026-04-10 22:58:15
https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:Esplanada,"Wikipédia:Esplanada – Wikipédia, a enciclopédia livre",https://pt.wikipedia.org/static/images/icons/wikipedia.png,2026-04-10 22:58:15
https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:Esplanada,"Wikipédia:Esplanada – Wikipédia, a enciclopédia livre",https://pt.wikipedia.org/static/images/mobile/copyright/wikipedia-wordmark-fr.svg,2026-04-10 22:58:15
https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:Esplanada,"Wikipédia:Esplanada – Wikipédia, a enciclopédia livre",https://pt.wikipedia.org/static/images/mobile/copyright/wikipedia-tagline-pt.svg,2026-04-10 22:58:15
https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:Esplanada,"Wikipédia:Esplanada – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Jean_B%C3%A9raud_Au_Caf%C3%A9.jpg/250px-Jean_B%C3%A9raud_Au_Caf%C3%A9.jpg,2026-04-10 22:58:15
https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:Esplanada,"Wikipédia:Esplanada – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Presa_de_decissions.png/20px-Presa_de_decissions.png,2026-04-10 22:58:15
https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:Esplanada,"Wikipédia:Esplanada – Wikipédia, a enciclopédia livre",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Noto_Emoji_Oreo_2615.svg/20px-Noto_Emoji_Oreo_2615.svg.png,2026-04-10 22:58:15
